,Medicine_Name,Discounted_Prices,Real_Price,Manufacturer Name,Medicine_Link,Quantity,salts
1133,FIGHTOX FORTE Dry Syrup 30ml,  ₹174.21,₹ 174.21 ,Abbott Healthcare Pvt Ltd,https://www.netmeds.com/prescriptions/fightox-forte-dry-syrup-30ml,N/A,N/A
1134,FINECEF 100mg Oral Suspension 30ml,  ₹181.54,Rs. 130.00,Abbott Healthcare Pvt Ltd,https://www.netmeds.com/prescriptions/finecef-100mg-oral-suspension-30ml,N/A,N/A
1135,FINECEF 50MG DRY SYRUP 30ML,  ₹94.60,₹ 94.60 ,Abbott Healthcare Pvt Ltd,https://www.netmeds.com/prescriptions/318486,N/A,N/A
1136,Finecef 1gm Injection 1's,₹48.81,₹69.73,Abbott Healthcare Pvt Ltd,https://www.netmeds.com/prescriptions/finecef-1gm-injection,N/A,N/A
1137,Finecef 250mg Injection 1's,  ₹28.31,₹ 28.31 ,Abbott Healthcare Pvt Ltd,https://www.netmeds.com/prescriptions/finecef-250mg-injection,N/A,N/A
1138,Finecef 500mg Injection 1'S,  ₹50.22,Rs. 50.22,Abbott Healthcare Pvt Ltd,https://www.netmeds.com/prescriptions/finecef-500mg-injection-1-s,N/A,N/A
1139,FINECEF 200 DT Tablet 10's,  ₹257.58,Rs. 165.00,Abbott Healthcare Pvt Ltd,https://www.netmeds.com/prescriptions/finecef-200-dt-tablet-10s,*10 Tablet(s) in a Strip,N/A
1140,FINECEF S 1.5gm Injection 1's,₹116.46,₹166.37,Abbott Healthcare Pvt Ltd,https://www.netmeds.com/prescriptions/finecef-s-1-5gm-injection-1-s,N/A,N/A
1141,FIXICAN 200 Dispersible tablet 10's,  ₹165.00,Rs. 105.00,Ikon Remedies Pvt Ltd,https://www.netmeds.com/prescriptions/fixican-200-dispersible-tablet-10s,*10 Tablet(s) in a Strip,N/A
1142,FIXICAN 25mg Oral Suspension 10ml,  ₹78.95,₹ 78.95 ,Ikon Remedies Pvt Ltd,https://www.netmeds.com/prescriptions/fixican-oral-suspension-10ml,N/A,N/A
1143,FIXICAN 50mg Oral Suspension 30ml,  ₹48.72,₹ 48.72 ,Ikon Remedies Pvt Ltd,https://www.netmeds.com/prescriptions/fixican-dry-syrup-30ml,N/A,N/A
1144,FIXICAN O Dry Syrup 30ml,  ₹105.00,₹ 105.00 ,Ikon Remedies Pvt Ltd,https://www.netmeds.com/prescriptions/fixican-o-dry-syrup-30ml,N/A,N/A
1145,FIXIMAX 100mg Oral Suspension 30ml,  ₹109.50,₹ 109.50 ,Innovative Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/fiximax-100mg-oral-suspension-30ml,N/A,Cefixime 100 mg+Lactic Acid Bacillus 60 million spores
1146,FIXIMAX 50mg Oral Suspension 30ml,  ₹79.50,₹ 79.50 ,Innovative Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/fiximax-50mg-oral-suspension-30ml,N/A,Cefixime 50 mg+Lactic Acid Bacillus 60 million spores
1147,FIXIMAX DT 100mg Dispersible tablet 10's,  ₹98.50,₹ 98.50 ,Innovative Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/fiximax-dt-100mg-dispersible-tablet-10s,*10 Tablet(s) in a Strip,N/A
1148,FIXIMAX DT 200mg Dispersible tablet 10's,  ₹165.00,₹ 165.00 ,Innovative Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/fiximax-dt-200mg-dispersible-tablet-10s,*10 Tablet(s) in a Strip,N/A
1149,FIXIT LB Dry Syrup 30ml,  ₹75.00,₹ 75.00 ,Artel Laboratories Pvt Ltd,https://www.netmeds.com/prescriptions/fixit-lb-dry-syrup-30ml,N/A,Cefixime 50 mg+Lactic Acid Bacillus 60 million spores
1150,Flagyl 200mg Tablet 15'S,  ₹13.60,₹ 13.60 ,Abbott Healthcare Pvt Ltd,https://www.netmeds.com/prescriptions/flagyl-200mg-tablet-15-s,*15 Tablet(s) in a Strip,N/A
1151,Flagyl 400mg Tablet 15'S,  ₹25.53,Rs. 22.84,Abbott Healthcare Pvt Ltd,https://www.netmeds.com/prescriptions/flagyl-400mg-tablet-15-s,*15 Tablet(s) in a Strip,N/A
1152,Flagyl Suspension 60ml,  ₹30.91,₹ 30.91 ,Abbott Healthcare Pvt Ltd,https://www.netmeds.com/prescriptions/flagyl-suspension-60ml,N/A,N/A
1153,Flemiclav 625mg Tablet 10'S,  ₹168.46,Rs. 109.67,FDC Limited,https://www.netmeds.com/prescriptions/flemiclav-625mg-tablet-10-s,*10 Tablet(s) in a Strip,N/A
1154,Flemiclav Kid Dry Syrup 30ml,  ₹59.50,₹ 59.50 ,FDC Limited,https://www.netmeds.com/prescriptions/flemiclav-kid-dry-syrup-30ml,N/A,N/A
1155,Floxip 250mg Tablet 10'S,₹18.03,₹25.76,Abbott Healthcare Pvt Ltd (Generics),https://www.netmeds.com/prescriptions/floxip-250mg-tablet-10-s,*10 Tablet(s) in a Strip,N/A
1156,Floxip 500mg Tablet 10'S,₹42.73,₹47.48,Abbott Healthcare Pvt Ltd (Generics),https://www.netmeds.com/prescriptions/floxip-500mg-tablet-10-s,*10 Tablet(s) in a Strip,N/A
1157,Floxsafe 400mg Tablet 10'S,  ₹255.20,Rs. 127.62,Msn Laboratories Pvt Ltd,https://www.netmeds.com/prescriptions/floxsafe-400mg-tablet-10-s,*10 Tablet(s) in a Strip,N/A
1158,FOCTUM 3gm Injection 1's,  ₹429.00,₹ 429.00 ,NEPHUROCARE PHARMA PVT LTD,https://www.netmeds.com/prescriptions/foctum-3gm-injection-1s,N/A,N/A
1159,FOEPHOS VANILLA FLAVOUR Sachet 8gm,  ₹395.00,₹ 395.00 ,Biokindle Lifesciences Pvt Ltd,https://www.netmeds.com/prescriptions/foephos-vanilla-flavour-sachet-8gm,N/A,N/A
1160,Foloup 200mg Tablet 10'S,  ₹168.25,Rs. 165.00,Ipca Laboratories Ltd,https://www.netmeds.com/prescriptions/foloup-200mg-tablet-10-s,*10 Tablet(s) in a Strip,N/A
1161,Foloup CV 100/62.5mg Dry Syrup 30ml,  ₹180.15,₹ 180.15 ,Ipca Laboratories Ltd,https://www.netmeds.com/prescriptions/foloup-cv-100-62-5mg-dry-syrup-30ml,N/A,N/A
1162,Foloup CV Tablet 10'S,  ₹351.90,₹ 351.90 ,Ipca Laboratories Ltd,https://www.netmeds.com/prescriptions/foloup-cv-tablet-10-s,*10 Tablet(s) in a Strip,N/A
1163,FOLOUP CV DT 100 Tablet 10's,  ₹164.95,₹ 164.95 ,Ipca Laboratories Ltd,https://www.netmeds.com/prescriptions/foloup-cv-dt-100-tablet-10s,*10 Tablet(s) in a Strip,N/A
1164,Forcef 125mg Tablet 10'S,  ₹152.70,₹ 152.70 ,Aristo Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/forcef-125mg-tablet-10-s,*10 Tablet(s) in a Strip,N/A
1165,Forcef 250mg Injection 1's,  ₹98.00,₹ 98.00 ,Aristo Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/forcef-250mg-injection,N/A,N/A
1166,Forcef 250mg Tablet 10'S,  ₹300.00,Rs. 176.00,Aristo Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/forcef-250mg-tablet-10-s,*10 Tablet(s) in a Strip,N/A
1167,Forcef 500mg Tablet 10'S,  ₹495.00,Rs. 220.00,Aristo Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/forcef-500mg-tablet-10-s,*10 Tablet(s) in a Strip,N/A
1168,Forcef CV 250mg Tablet 6'S,  ₹229.90,₹ 229.90 ,Aristo Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/forcef-cv-250mg-tablet-6-s,*6 Tablet(s) in a Strip,Cefuroxime 250 mg+Clavulanic Acid 62.5 mg
1169,Forcef CV 500mg Tablet 6'S,  ₹421.45,₹ 421.45 ,Aristo Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/forcef-cv-500mg-tablet-6-s,*6 Tablet(s) in a Strip,N/A
1170,FOSFOCIN Sachet 8gm,  ₹382.30,₹ 382.30 ,Aristo Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/fosfocin-sachet-8gm,N/A,N/A
1171,Fosfoe DELICIOUS MANGO FLAVOUR Powder 8Gm,  ₹458.59,₹ 458.59 ,Koye Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/fosfoe-powder-8gm,N/A,N/A
1172,FOSFONA Sachet 8gm,  ₹394.00,₹ 394.00 ,Alniche Life Sciences Pvt Ltd,https://www.netmeds.com/prescriptions/fosfona-sachet-8gm,N/A,N/A
1173,Fosfotas 4Gm Injection 1'S,  ₹4780.00,"₹ 4,780.00 ",Intas Pharmaceuticals Ltd,https://www.netmeds.com/prescriptions/fosfotas-4gm-injection-1-s,N/A,N/A
1174,FOSIL + VANILLA FLAVOUR Sachet 8gm,  ₹449.00,₹ 449.00 ,Lincoln Pharmaceuticals Ltd,https://www.netmeds.com/prescriptions/fosil--vanilla-flavour-sachet-8gm,N/A,N/A
1175,FOSINTA Sachet 8gm,  ₹508.00,₹ 508.00 ,Intas Pharmaceuticals Ltd,https://www.netmeds.com/prescriptions/fosinta-sachet-8gm,N/A,N/A
1176,Fosirol Sachet 8Gm,  ₹513.16,₹ 513.16 ,Cipla Ltd,https://www.netmeds.com/prescriptions/fosirol-sachet-8gm,N/A,N/A
1177,FRESOFLOX Infusion 100ml,₹18.89,₹20.99,Fresenius Kabi India Pvt Ltd,https://www.netmeds.com/prescriptions/fresoflox-infusion-100ml,N/A,Ciprofloxacin 200 mg+Sodium Chloride 900 mg
1178,Furent 100mg Tablet 10'S,₹76.92,₹80.97,Ttk Healthcare Ltd,https://www.netmeds.com/prescriptions/furent-100mg-tablet-10-s,*10 Tablet(s) in a Strip,N/A
1179,FUSOCEFF CV Tablet 10's,  ₹399.00,₹ 399.00 ,Vr Med Healthcare,https://www.netmeds.com/prescriptions/fusoceff-cv-tablet-10s,*10 Tablet(s) in a Strip,Cefpodoxime 100 mg+Clavulanic Acid 125 mg
1180,Fynal 250mg Tablet 10'S,  ₹47.60,Rs. 47.60,Mankind Pharma Pvt Ltd,https://www.netmeds.com/prescriptions/fynal-250mg-tablet-10-s,*10 Tablet(s) in a Strip,N/A
1181,Fynal 500mg Tablet 5'S,  ₹41.65,Rs. 43.96,Mankind Pharma Pvt Ltd,https://www.netmeds.com/prescriptions/fynal-500mg-tablet-5-s,*5 Tablet(s) in a Strip,N/A
1182,Fynal OZ Tablet 6'S,  ₹69.00,₹ 69.00 ,Mankind Pharma Pvt Ltd,https://www.netmeds.com/prescriptions/fynal-oz-tablet-6-s,*6 Tablet(s) in a Strip,N/A
1183,Fytobact 1000/500mg Injection 1'S,  ₹271.00,Rs. 725.00,Cadila Pharmaceuticals Ltd,https://www.netmeds.com/prescriptions/fytobact-1000-500mg-injection-1-s,N/A,N/A
1184,FAROLF ER 300 Tablet 6's,  ₹690.00,₹ 690.00 ,GRIVETY LIFECARE LLP,https://www.netmeds.com/prescriptions/farolf-er-300-tablet-6s,*6 Tablet(s) in a Strip,Faropenem 300 mg
1185,FARONEM DS Syrup 30ml,  ₹375.00,₹ 375.00 ,Sun Pharmaceutical Industries Ltd,https://www.netmeds.com/prescriptions/faronem-ds-syrup-30ml,N/A,Faropenem 100 mg
1186,FARORIGHT CV Tablet 6's,  ₹767.40,₹ 767.40 ,Sun Pharmaceutical Industries Ltd,https://www.netmeds.com/prescriptions/faroright-cv-tablet-6s,*6 Tablet(s) in a Strip,Clavulanic Acid 125 mg+Faropenem 200 mg
1187,FIXICAN 100mg Oral Suspension 30ml,  ₹109.50,₹ 109.50 ,Ikon Remedies Pvt Ltd,https://www.netmeds.com/prescriptions/fixican-100mg-oral-suspension-30ml,N/A,Cefixime 100 mg+Lactic Acid Bacillus 60 million spores
1188,FIXICAN AZ Tablet 10's,  ₹365.00,₹ 365.00 ,Ikon Remedies Pvt Ltd,https://www.netmeds.com/prescriptions/fixican-az-tablet-10s,*10 Tablet(s) in a Strip,Azithromycin 250 mg+Cefixime 200 mg+Lactobacillus 60 million spores
1189,FLAGYL ER 600 Tablet 10's,  ₹60.56,₹ 60.56 ,Abbott Healthcare Pvt Ltd,https://www.netmeds.com/prescriptions/flagyl-er-600-tablet-10s,*10 Tablet(s) in a Strip,N/A
1190,FRANCEF S Injection 1.5gm,  ₹160.00,Rs. 231.50,Franklin Laboratories (India) Pvt Ltd,https://www.netmeds.com/prescriptions/francef-s-injection-1-5gm,N/A,N/A
1191,FURANORM Tablet 10's,  ₹80.98,Rs. 80.98,Best Biotech,https://www.netmeds.com/prescriptions/furanorm-tablet-10s,*10 Tablet(s) in a Strip,N/A
1192,FLAVOBEST O Tablet 10's,  ₹240.00,₹ 240.00 ,Best Biotech,https://www.netmeds.com/prescriptions/flavobest-o-tablet-10s,*10 Tablet(s) in a Strip,N/A
1193,Finabald 5mg Tablet 10'S,  ₹187.00,Rs. 195.65,East West Pharma,https://www.netmeds.com/prescriptions/finabald-5mg-tablet-10-s,*10 Tablet(s) in a Strip,N/A
1194,Finabald T Tablet 10'S,  ₹167.00,Rs. 190.95,East West Pharma,https://www.netmeds.com/prescriptions/finabald-t-tablet-10-s,*10 Tablet(s) in a Strip,N/A
1195,FINABALD T Capsule 10's,  ₹167.00,N/A,East West Pharma (India) Private Limited,https://www.netmeds.com/prescriptions/finabald-t-capsule-10s,*10 Capsule(s) in a Strip,Finasteride 5 mg+Tamsulosin 0.4 mg
1196,FINACET 5MG TABLET 10'S,  ₹89.50,N/A,Kivi Labs Ltd,https://www.netmeds.com/prescriptions/finacet-5mg-tablet-10-s,*10 Tablet(s) in a Strip,N/A
1197,FINARISE 1mg Tablet 10's,  ₹49.50,Rs. 61.00,Innovative Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/finarise-1mg-tablet-10s,*10 Tablet(s) in a Strip,N/A
1198,FINARISE 5mg Tablet 10's,  ₹185.00,Rs. 195.65,Innovative Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/finarise-5mg-tablet-10s,*10 Tablet(s) in a Strip,N/A
1199,Finast 5mg Tablet 30'S,  ₹891.00,Rs. 195.65,Dr. Reddy's Laboratories Ltd,https://www.netmeds.com/prescriptions/finast-5mg-tablet-30-s,*30 Tablet(s) in a Strip,N/A
1200,Finast T Capsule 30'S,  ₹783.00,₹ 783.00 ,Dr. Reddy's Laboratories Ltd,https://www.netmeds.com/prescriptions/finast-t-capsule-30-s,*30 Capsule(s) in a Strip,N/A
1201,FINBA Tablet 10's,  ₹50.00,N/A,Albatross Pharmaceuticals,https://www.netmeds.com/prescriptions/finba-tablet-10s,*10 Tablet(s) in a Strip,N/A
1202,Fincar 5mg Tablet 10'S,₹165.71,₹236.73,Cipla Ltd,https://www.netmeds.com/prescriptions/fincar-5mg-tablet-10-s,*10 Tablet(s) in a Strip,N/A
1203,Finestop 5mg Tablet 10'S,  ₹165.00,Rs. 195.65,KAIZEN RESEARCH LABS INDIA PVT LTD,https://www.netmeds.com/prescriptions/finestop-5mg-tablet-10-s,*10 Tablet(s) in a Strip,N/A
1204,FINFLOW 5mg Tablet 10's,  ₹120.00,N/A,Swati Spentose Pvt Ltd,https://www.netmeds.com/prescriptions/finflow-5mg-tablet-10-s,*10 Tablet(s) in a Strip,N/A
1205,Flavate 200mg Tablet 10'S,  ₹243.00,Rs. 150.00,Overseas Healthcare Pvt Ltd,https://www.netmeds.com/prescriptions/flavate-200mg-tablet-10-s,*10 Tablet(s) in a Strip,N/A
1206,Flavocip 200mg Tablet 10'S,  ₹221.07,Rs. 150.00,Cipla Ltd,https://www.netmeds.com/prescriptions/flavocip-200mg-tablet-10-s,*10 Tablet(s) in a Strip,N/A
1207,FLAVODAC O Tablet 10's,  ₹195.00,₹ 195.00 ,Ikon Remedies Pvt Ltd,https://www.netmeds.com/prescriptions/flavodac-o-tablet-10s,*10 Tablet(s) in a Strip,N/A
1208,FLAVORIDE PLUS 200 Tablet 10's,  ₹214.50,₹ 214.50 ,Obsurge Biotech Ltd,https://www.netmeds.com/prescriptions/flavoride-plus-200-tablet-10s,*10 Tablet(s) in a Strip,N/A
1209,FLAVORIN 200 Tablet 10's,  ₹164.45,N/A,RHINE BIOGENICS PVT LTD,https://www.netmeds.com/prescriptions/flavorin-200-tablet-10s,*10 Tablet(s) in a Strip,N/A
1210,Flavospas 200mg Tablet 10'S,  ₹227.90,Rs. 150.00,Torrent Pharmaceuticals Ltd,https://www.netmeds.com/prescriptions/flavospas-200mg-tablet-10-s,*10 Tablet(s) in a Strip,N/A
1211,FLAVOTARY 200 Tablet 15's,  ₹195.00,Rs. 150.00,Votary Laboratories (India) Limited,https://www.netmeds.com/prescriptions/flavotary-200-tablet-15s,*15 Tablet(s) in a Strip,N/A
1212,Flodart Tablet 10'S,  ₹95.00,Rs. 115.00,Aristo Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/flodart-tablet-10-s,*10 Tablet(s) in a Strip,N/A
1213,Flodart Plus Capsule 10'S,  ₹199.00,₹ 199.00 ,Aristo Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/flodart-plus-capsule-10-s,*10 Capsule(s) in a Strip,N/A
1214,Flokind D Tablet 10'S,  ₹132.95,Rs. 197.50,Mankind Pharma Pvt Ltd,https://www.netmeds.com/prescriptions/flokind-d-0-40-0-5mg-tablet-10-s,*10 Tablet(s) in a Strip,N/A
1215,Flokind F Tablet 10'S,  ₹189.90,Rs. 190.95,Mankind Pharma Pvt Ltd,https://www.netmeds.com/prescriptions/flokind-f-tablet-10-s,*10 Tablet(s) in a Strip,N/A
1216,FLOMAX 0.4 Tablet 10's,  ₹73.70,Rs. 115.00,Lividus Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/flomax-0-4-tablet-10s,*10 Tablet(s) in a Strip,N/A
1217,FLOMAX D Tablet 10's,  ₹212.00,N/A,MATRIX PHARMA CHEM (INDIA) PVT LTD,https://www.netmeds.com/prescriptions/flomax-d-tablet-10s,*10 Tablet(s) in a Strip,N/A
1218,Floslo 5mg Tablet 10'S,  ₹332.00,Rs. 296.50,Intas Pharmaceuticals Ltd,https://www.netmeds.com/prescriptions/floslo-5mg-tablet-10-s,*10 Tablet(s) in a Strip,N/A
1219,Flotral 10mg Tablet 30'S,  ₹595.00,Rs. 270.00,Sun Pharmaceutical Industries Ltd,https://www.netmeds.com/prescriptions/flotral-10mg-tablet-30-s,*30 Tablet(s) in a Strip,N/A
1220,Flotral D Tablet 10'S,  ₹340.00,Rs. 489.00,Sun Pharmaceutical Industries Ltd,https://www.netmeds.com/prescriptions/flotral-d-tablet-10-s,*10 Tablet(s) in a Strip,N/A
1221,FOR IC Capsule 10'S,  ₹893.10,₹ 893.10 ,Cipla Ltd,https://www.netmeds.com/prescriptions/for-ic-capsule-10-s,*10 Capsule(s) in a Strip,N/A
1222,FINAHIST 5mg Tablet 10's,  ₹185.00,Rs. 195.65,Ikon Remedies Pvt Ltd,https://www.netmeds.com/prescriptions/finahist-5mg-tablet-10s,*10 Tablet(s) in a Strip,N/A
1223,FINAHIST PLUS Tablet 10's,  ₹145.00,N/A,Ikon Remedies Pvt Ltd,https://www.netmeds.com/prescriptions/finahist-plus-tablet-10s,*10 Tablet(s) in a Strip,Biotin 10 mg+Finasteride 1 mg
1224,FINOSTAR 5 Tablet 10's,  ₹200.00,Rs. 195.65,Knoll Healthcare Pvt Ltd,https://www.netmeds.com/prescriptions/finostar-5-tablet-10s,*10 Tablet(s) in a Strip,N/A
1225,FLAVODAC 200mg Tablet 10's,  ₹165.00,Rs. 150.00,Ikon Remedies Pvt Ltd,https://www.netmeds.com/prescriptions/flavodac-200mg-tablet-10s,*10 Tablet(s) in a Strip,N/A
1226,FLAVOMARK Tablet 10's,  ₹180.00,Rs. 150.00,Unimarck Healthcare Ltd,https://www.netmeds.com/prescriptions/flavomark-tablet-10s,*10 Tablet(s) in a Strip,N/A
1227,FLAVOZEST 200mg Tablet 10's,  ₹165.00,N/A,Innovative Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/flavozest-tablet-10s,*10 Tablet(s) in a Strip,N/A
1228,FLOKIND 0.4mg Tablet 10's,  ₹95.00,Rs. 115.00,Mankind Pharma Pvt Ltd,https://www.netmeds.com/prescriptions/flokind-0-4mg-tablet-10-s,*10 Tablet(s) in a Strip,N/A
1229,Fibrinil MF Tablet 10'S,  ₹253.50,Rs. 200.00,Franco Indian Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/fibrinil-mf-tablet-10-s,*10 Tablet(s) in a Strip,N/A
1230,FIBROKLOT Tablet 10's,  ₹251.85,N/A,Tidal Laboratories Pvt Ltd,https://www.netmeds.com/prescriptions/fibroklot-tablet-10s,*10 Tablet(s) in a Strip,N/A
1231,FLOGORIN 25000 Injection 5ml,  ₹335.78,N/A,Flagship Biotech International,https://www.netmeds.com/prescriptions/flogorin-25000-injection-5ml,N/A,N/A
1232,Flohep 20Mg Injection 1's,  ₹235.14,N/A,Fusion Healthcare Pvt Ltd,https://www.netmeds.com/prescriptions/flohep-20mg-injection-1-s,N/A,N/A
1233,Flohep 40Mg Injection 1's,  ₹470.27,N/A,Fusion Healthcare Pvt Ltd,https://www.netmeds.com/prescriptions/flohep-40mg-injection-1-s,N/A,N/A
1234,Flohep 60Mg Injection 1's,  ₹705.41,N/A,Fusion Healthcare Pvt Ltd,https://www.netmeds.com/prescriptions/flohep-60mg-injection-1-s,N/A,N/A
1235,FLOVAS 10 Tablet 14's,  ₹230.90,Rs. 95.00,Ipca Laboratories Ltd,https://www.netmeds.com/prescriptions/flovas-10-tablet-14s,*14 Tablet(s) in a Strip,N/A
1236,FLOVAS 15 Tablet 14's,  ₹307.90,₹ 307.90 ,Ipca Laboratories Ltd,https://www.netmeds.com/prescriptions/flovas-15-tablet-14s,*14 Tablet(s) in a Strip,N/A
1237,FLOVAS 2.5 Tablet 14's,  ₹153.95,₹ 153.95 ,Ipca Laboratories Ltd,https://www.netmeds.com/prescriptions/flovas-2-5-tablet-14s,*14 Tablet(s) in a Strip,N/A
1238,FLOVAS 20 Tablet 14's,  ₹384.85,Rs. 252.00,Ipca Laboratories Ltd,https://www.netmeds.com/prescriptions/flovas-20-tablet-14s,*14 Tablet(s) in a Strip,N/A
1239,Fondaflo 2.5mg Injection(Pfs) 1's,  ₹1146.40,"₹ 1,146.40 ",Lupin Ltd,https://www.netmeds.com/prescriptions/fondaflo-2-5mg-injection-pfs,N/A,N/A
1240,Fondaflo 7.5mg Injection 1'S,  ₹1967.17,"₹ 1,967.17 ",Lupin Ltd,https://www.netmeds.com/prescriptions/fondaflo-7-5mg-injection-1-s,N/A,N/A
1241,Fondared 2.5mg Injection 0.5ml,  ₹1045.00,"₹ 1,045.00 ",Dr. Reddy's Laboratories Ltd,https://www.netmeds.com/prescriptions/fondared-2-5mg-injection-0-5ml,N/A,N/A
1242,Fondared 7.5mg Injection 0.6ml,  ₹1921.50,"₹ 1,921.50 ",Dr. Reddy's Laboratories Ltd,https://www.netmeds.com/prescriptions/fondared-7-5mg-injection-0-6ml,N/A,N/A
1243,Fondazest 7.5mg Injection 0.6ml,  ₹2120.81,"₹ 2,120.81 ",Abbott Healthcare Pvt Ltd,https://www.netmeds.com/prescriptions/fondazest-7-5mg-injection-0-6ml,N/A,N/A
1244,Fondum 2.5mg Injection 0.5ml,  ₹1021.40,"₹ 1,021.40 ",Aristo Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/fondum-2-5mg-injection-0-5ml,N/A,N/A
1245,Fragmin 2500IU Injection 0.2ml,  ₹516.87,₹ 516.87 ,Pfizer Ltd,https://www.netmeds.com/prescriptions/fragmin-2500iu-injection-0-2ml,N/A,N/A
1246,Fragmin 5000IU Injection 0.2ml,  ₹803.70,₹ 803.70 ,Pfizer Ltd,https://www.netmeds.com/prescriptions/fragmin-5000iu-injection-0-2ml,N/A,N/A
1247,Fragmin 10000IU Injection 10ml,  ₹7302.25,N/A,Pfizer Ltd,https://www.netmeds.com/prescriptions/fragmin-10000iu-injection-10ml,N/A,N/A
1248,Fragmin 10000IU Injection 1ml,  ₹677.66,N/A,Pfizer Ltd,https://www.netmeds.com/prescriptions/fragmin-10000iu-injection-1ml,N/A,N/A
1249,Frelet 75mg Tablet 10'S,  ₹63.00,N/A,Kinesis Pharmaceuticals Pvt.Ltd,https://www.netmeds.com/prescriptions/frelet-75mg-tablet-10-s,*10 Tablet(s) in a Strip,N/A
1250,FAXAPIX 2.5 Tablet 10's,  ₹120.00,Rs. 435.00,La Renon Healthcare Pvt Ltd,https://www.netmeds.com/prescriptions/faxapix-2-5-tablet-10s,*10 Tablet(s) in a Strip,N/A
1251,FAXAPIX 5 Tablet 10's,  ₹180.00,Rs. 1086.00,La Renon Healthcare Pvt Ltd,https://www.netmeds.com/prescriptions/faxapix-5-tablet-10s,*10 Tablet(s) in a Strip,N/A
1252,Farmorubicin RD 10mg Injection 1'S,  ₹669.90,₹ 669.90 ,Pfizer Ltd,https://www.netmeds.com/prescriptions/farmorubicin-rd-10mg-injection-1-s,N/A,N/A
1253,FARMORUBICIN RD 50 Injection 1's,₹3088.40,₹3250.95,Pfizer Ltd,https://www.netmeds.com/prescriptions/farmorubicin-rd-50-injection-1s,N/A,N/A
1254,Farmorubicin Rtu 50mg Injection 1'S,₹3550.50,₹3945.00,Pfizer Ltd,https://www.netmeds.com/prescriptions/farmorubicin-rtu-50mg-injection-1-s,N/A,N/A
1255,FEMARA 2.5mg Tablet 30's,  ₹1262.00,N/A,Novartis India Ltd,https://www.netmeds.com/prescriptions/femara-2-5mg-tablet-30s,*30 Tablet(s) in a Strip,N/A
1256,Femara 2.5mg Tablet 10'S,₹278.24,₹292.88,Novartis India Ltd,https://www.netmeds.com/prescriptions/femara-2-5mg-tablet-10-s,*10 Tablet(s) in a Strip,N/A
1257,Femitraz 1mg Tablet 10'S,  ₹532.35,Rs. 263.75,Lupin Ltd,https://www.netmeds.com/prescriptions/femitraz-1mg-tablet-10-s,*10 Tablet(s) in a Strip,N/A
1258,Fempro 2.5mg Tablet 10'S,  ₹89.49,Rs. 292.88,Cipla Ltd,https://www.netmeds.com/prescriptions/fempro-2-5mg-tablet-10-s,*10 Tablet(s) in a Strip,N/A
1259,FEOFER 2.5mg Tablet 10's,  ₹290.00,N/A,WISEFEMY,https://www.netmeds.com/prescriptions/feofer-2-5mg-tablet-10s,*10 Tablet(s) in a Strip,N/A
1260,Fertlet 2.5mg Tablet 5'S,  ₹100.80,N/A,West Coast Pharmaceutical Works Ltd,https://www.netmeds.com/prescriptions/fertlet-2-5mg-tablet-5-s,*5 Tablet(s) in a Strip,N/A
1261,Fertolet 2.5mg Tablet 5'S,  ₹41.94,Rs. 292.88,Cipla Ltd,https://www.netmeds.com/prescriptions/fertolet-2-5mg-tablet-5-s,*5 Tablet(s) in a Strip,N/A
1262,Fillif Peg 6mg Injection 1's,  ₹7791.00,N/A,Torrent Pharmaceuticals Ltd,https://www.netmeds.com/prescriptions/fillif-peg-6mg-injection,N/A,N/A
1263,Firmagon 120mg Injection 1'S,₹32400.00,₹36000.00,Ferring Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/firmagon-120mg-injection-1-s,N/A,Degarelix 120 mg
1264,Firmagon 80mg Injection 1'S,₹13500.00,₹15000.00,Ferring Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/firmagon-80mg-injection-1-s,N/A,Degarelix 80 mg
